num_providers,count,percent
1,52,3.2479700187382887
2,93,5.8088694565896315
3,61,3.8101186758276078
4,95,5.933791380387258
5,344,21.486570893191757
6,297,18.550905683947533
7,154,9.61898813241724
8,128,7.995003123048095
9,72,4.497189256714553
10,55,3.4353529044347284
11,39,2.4359775140537163
12,11,0.6870705808869456
13,15,0.9369144284821986
14,7,0.43722673329169265
15,5,0.3123048094940662
16,4,0.24984384759525297
17,1,0.06246096189881324
21,1,0.06246096189881324
27,1,0.06246096189881324
